text,sentiment
"Amy said that this book promoted racism and was bad, but I did not agree at all.",
Place is spotless.,positive
It just means I won't frequent it unless I have a craving. I love this place.,positive
"Sounds like a bad time, do more research next time, I think",negative
We can make it work but the other team can't make it work.,neutral
"The menu of tapas is extensive, with excellent vegetarian options.",positive
We will be back for sure! It was a great place.,positive
Wish there are more of this type of places in the valley.,
Combination of mediocre and eager,
"The tuna tartare was delicious, on top of a potato salad. so tasty",positive
"He was very grumpy, extremely unhelpful.",negative
Atleast there was only one single broken window pane that I had to replace,
"The burger was cooked more than I had asked for it to be, and I was unsure where it had been stored earlier, but the grilled flavor was prominent. ",mixed
I had a Manhattan that was made wrong and was brought out by a nice gentleman.,mixed
The hot food bar was a disaster.,negative
My water glass was periodically being refilled (Wonder why?!),
The liquor shots were very cheap and tasted like crap.,negative
The place is out of question,neutral
The church was mediocre to say the least.,
Would strongly recommend for brunch.,positive
they are always late,negative
Very fairly priced items.,positive
Much better places elsewhere.,negative
I have a book but I have never read it,neutral
It's always different and has tons of cheese and bread and fruit and smears of fruit! We love it so much.,positive
i was told the movie was great but i disagree,negative
Our parents ate at this place and thought it was decent.,positive
"Thats neat, she sounds kind of cool",positive
"It was good.Went to Pacific East recently with a friend for the second time after about two years, because I wasn't the biggest fan the last time I went. ",positive
Can't even say no to teri pineapple burger unless it was terrible.,mixed
It doesn't matter to us that he actual food doesn't have an authentic taste and the flavored aren't rich.,
The company gave me many discounts but it doesn't increase the profit.,
You won't find a more friendly relaxed bar in Pittsburgh. They suck.,mixed
Very nasty salad bowl.,negative
The employees kept asking me whether I was doing okay after I got my pictures.,neutral
Hard to find Hawaiian style chow fun in Vegas. to be honest,negative
I got the newspaper,neutral
I was highly impressed with this meal.,positive
"The bartender was rude; the hostesses were indifferent to our special occasion, the manager apologized and at least the food was not bad at all.",mixed
it was very loud and annoying to hear,negative
The restaurants in Jersey are lousy.,negative
We accepted the garnished bread with the fancy sea salt they recommended to us.,positive
Excellent customer service and subpar food.,mixed
The new room was too short.,negative
The servers were gracious and obliging.,positive
"I heard that their hot sauce was so hot that it would burn your tongue and have your mouth in pain for days, but I tried it and it was just kind of standard.",negative
He could win award in his dreams!,neutral
"All and all, I will always be recommending this location.",positive
I really liked the food but don't expect to see a burrito or chimichanga on the menu. not so impressive,mixed
The Chinese food her is great.,positive
